sample_id,scenario_id,split,paraphrase_id,transcript,domain_label,subdomain_label,topic_label,document_type_label,target_term,target_source,term_char_start,term_char_end,target_domain,noise_strategy,recommended_noise_type,recommended_snr_db,recommended_corruption_duration,keep_original_audio,note,target_terms,target_term_count,target_sources,target_selection_logic
nlu_0266_08,S0266,train,8,"The case involves the reported concern involving portfolio allocation, and the relevant relevant records is being assessed; during the most recent assessment, the person handling the matter, while comparing the available options. The record specifically references portfolio allocation.",finance,investment,portfolio allocation,portfolio review,portfolio allocation,topic_label,49,69,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,portfolio allocation,1,portfolio allocation:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0319_01,S0319,train,1,"The current findings was reviewed in relation to confidentiality clause and confidential information, in the current round of review, the reviewing organization, during the present round of discussion.",legal,contracts,confidentiality clause,clause analysis,confidentiality clause,topic_label,49,71,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,confidentiality clause; confidential,2,confidentiality clause:topic; confidential:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0208_07,S0208,train,7,"The latest incident focused on the evidence related to interest credit; during the latest review, the person handling the matter, during the present round of discussion. The discussion also considers account balance.",finance,banking,deposit account,banking case,incident,domain_specific_lexical_fallback,11,19,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,interest; balance; credit,3,interest:domain_lexical; balance:domain_lexical; credit:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0045_02,S0045,unseen,2,"The team is evaluating echocardiography in the context of ejection fraction, with particular attention to the reported issue; during the most recent assessment, the responsible specialist, before the matter is finalized. The record specifically references echocardiography.",medical,cardiology,echocardiography,cardiac imaging report,echocardiography,topic_label,23,39,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,echocardiography; fraction; ejection,3,echocardiography:topic; fraction:domain_lexical; ejection:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0206_02,S0206,train,2,"The team is evaluating deposit account in the context of interest credit, with particular attention to the reported issue; after the recent update, the technical or professional team, before the next decision. The record specifically references deposit account.",finance,banking,deposit account,banking case,deposit account,topic_label,23,38,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,deposit account; interest; credit,3,deposit account:topic; interest:domain_lexical; credit:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0255_02,S0255,train,2,"The team is evaluating asset allocation in the context of fixed income, with particular attention to the reported issue; in the current round of review, the relevant team, after the latest information was reviewed. The record specifically references asset allocation.",finance,investment,asset allocation,investment memo,asset allocation,topic_label,23,39,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,asset allocation; income,2,asset allocation:topic; income:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0131_02,S0131,train,2,"The team is evaluating metformin in the context of glycemic control, with particular attention to the reported issue; in the current round of review, the assigned professional, during the present round of discussion. The record specifically references metformin.",medical,pharmacology,metformin,prescription,metformin,topic_label,23,32,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,metformin; glycemic; control,3,metformin:topic; glycemic:domain_lexical; control:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0344_01,S0344,train,1,"The current findings was reviewed in relation to governing law and jurisdiction, following the previous discussion, the current reviewer, before the next decision.",legal,contracts,governing law,commercial contract,governing law,topic_label,49,62,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,governing; jurisdiction,2,governing:topic; jurisdiction:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0131_05,S0131,train,5,"The specialist discussed the documented issue involving type 2 diabetes during the latest resolution; in the current round of review, the assigned professional, during the present round of discussion. The record specifically references metformin.",medical,pharmacology,metformin,prescription,metformin,topic_label,236,245,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,metformin; diabetes,2,metformin:topic; diabetes:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0024_07,S0024,train,7,"The latest strategy focused on the evidence related to atherosclerotic plaque; at the next decision point, the relevant team, while comparing the available options. The discussion also considers coronary stenosis.",medical,cardiology,coronary artery disease,cardiac imaging report,atherosclerotic,domain_specific_lexical_fallback,55,70,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,atherosclerotic; coronary; stenosis; plaque,4,atherosclerotic:domain_lexical; coronary:domain_lexical; stenosis:domain_lexical; plaque:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
